lb,tn,cap,rb,ov,dd_f,nw,IS_SR,IS_Ret,IS_MDD,OOS_SR,OOS_Ret,OOS_MDD,FULL_SR,FULL_Ret,FULL_Vol,FULL_MDD,NAVx,SR_gap,min_sr,calmar
90,2,0.5,5,4.0,0.15,40,0.106,3.88,-53.4,-0.31,-7.61,-57.7,-0.077,-2.35,30.7,-76.3,0.4,0.416,-0.31,-0.030799475753604196
90,2,0.5,5,4.0,0.2,10,-0.542,-13.31,-58.6,-0.392,-10.58,-65.3,-0.457,-11.83,25.9,-83.4,0.2,0.15000000000000002,-0.542,-0.14184652278177456
90,2,0.5,5,4.0,0.2,20,-0.53,-12.78,-58.8,-0.249,-6.58,-49.9,-0.371,-9.42,25.4,-77.6,0.2,0.281,-0.53,-0.1213917525773196
90,2,0.5,5,4.0,0.2,40,-0.896,-17.43,-64.5,-0.265,-7.17,-56.7,-0.496,-11.87,23.9,-82.3,0.2,0.631,-0.896,-0.144228432563791
90,2,0.5,5,4.0,0.25,10,-0.307,-9.15,-54.9,0.308,12.57,-51.5,0.072,2.62,36.2,-54.9,0.6,0.615,-0.307,0.04772313296903461
90,2,0.5,5,4.0,0.25,20,0.012,0.42,-54.0,0.191,7.02,-60.9,0.111,4.0,36.1,-65.7,0.7,0.179,0.012,0.060882800608828
90,2,0.5,5,4.0,0.25,40,-0.222,-6.44,-47.5,-0.526,-12.98,-64.8,-0.374,-9.99,26.7,-80.8,0.2,0.30400000000000005,-0.526,-0.12363861386138615
90,2,0.5,5,4.0,0.3,10,-0.158,-5.38,-54.6,-0.013,-0.56,-66.4,-0.071,-2.77,38.7,-71.9,0.3,0.145,-0.158,-0.038525730180806676
90,2,0.5,5,4.0,0.3,20,0.197,7.56,-55.3,-0.194,-7.88,-70.3,-0.02,-0.81,39.6,-74.9,0.4,0.391,-0.194,-0.010814419225634178
90,2,0.5,5,4.0,0.3,40,-0.397,-11.63,-61.5,-0.197,-7.93,-73.0,-0.27,-9.62,35.6,-86.7,0.1,0.2,-0.397,-0.11095732410611302
90,2,0.5,5,5.0,0.15,10,-0.545,-11.86,-54.7,-0.56,-12.96,-69.3,-0.553,-12.46,22.5,-83.3,0.2,0.015000000000000013,-0.56,-0.14957983193277313
90,2,0.5,5,5.0,0.15,20,-0.541,-14.17,-61.8,-0.516,-11.23,-65.4,-0.527,-12.58,23.9,-84.1,0.2,0.025000000000000022,-0.541,-0.14958382877526755
90,2,0.5,5,5.0,0.15,40,-0.307,-11.9,-71.7,-0.452,-10.18,-63.3,-0.354,-10.97,31.0,-87.5,0.1,0.14500000000000002,-0.452,-0.12537142857142858
90,2,0.5,5,5.0,0.2,10,0.297,14.51,-66.8,-0.347,-10.95,-71.4,0.018,0.71,40.4,-88.1,0.3,0.6439999999999999,-0.347,0.008059023836549375
90,2,0.5,5,5.0,0.2,20,-0.352,-10.95,-58.9,-0.374,-11.46,-71.8,-0.364,-11.23,30.8,-85.4,0.1,0.02200000000000002,-0.374,-0.13149882903981264
90,2,0.5,5,5.0,0.2,40,-0.715,-17.96,-68.5,-0.364,-11.16,-71.3,-0.505,-14.27,28.2,-88.6,0.1,0.351,-0.715,-0.16106094808126412
90,2,0.5,5,5.0,0.25,10,-0.538,-17.17,-70.4,0.282,10.89,-65.8,-0.055,-1.96,35.7,-70.4,0.4,0.8200000000000001,-0.538,-0.02784090909090909
90,2,0.5,5,5.0,0.25,20,-0.581,-17.6,-70.3,0.256,9.78,-66.3,-0.079,-2.76,34.8,-70.5,0.3,0.837,-0.581,-0.03914893617021276
90,2,0.5,5,5.0,0.25,40,-0.972,-21.75,-73.0,-0.052,-1.93,-68.1,-0.354,-11.01,31.1,-84.8,0.2,0.9199999999999999,-0.972,-0.12983490566037736
90,2,0.5,5,5.0,0.3,10,-0.401,-14.67,-69.3,0.278,13.59,-60.0,0.015,0.64,43.7,-69.3,0.3,0.679,-0.401,0.009235209235209235
90,2,0.5,5,5.0,0.3,20,-0.555,-18.45,-73.2,0.194,8.73,-69.4,-0.093,-3.72,40.0,-82.5,0.2,0.7490000000000001,-0.555,-0.04509090909090909
90,2,0.5,5,5.0,0.3,40,-0.234,-8.24,-56.0,-0.572,-16.68,-74.4,-0.4,-12.81,32.0,-88.3,0.1,0.33799999999999997,-0.572,-0.1450736126840317
90,2,0.5,10,2.0,0.15,10,-0.481,-6.98,-35.4,-0.581,-8.24,-50.7,-0.535,-7.66,14.3,-67.5,0.4,0.09999999999999998,-0.581,-0.11348148148148149
90,2,0.5,10,2.0,0.15,20,0.003,0.05,-31.6,-0.194,-3.13,-37.1,-0.1,-1.68,16.8,-40.3,0.7,0.197,-0.194,-0.04168734491315137
90,2,0.5,10,2.0,0.15,40,-0.344,-5.81,-34.9,-0.489,-6.62,-49.9,-0.412,-6.25,15.2,-63.2,0.4,0.14500000000000002,-0.489,-0.09889240506329114
90,2,0.5,10,2.0,0.2,10,0.376,9.96,-34.8,-0.636,-11.04,-59.7,-0.065,-1.42,22.0,-72.9,0.6,1.012,-0.636,-0.019478737997256513
90,2,0.5,10,2.0,0.2,20,0.119,3.05,-39.3,-0.474,-9.28,-58.9,-0.161,-3.63,22.5,-71.7,0.5,0.593,-0.474,-0.050627615062761505
90,2,0.5,10,2.0,0.2,40,-0.219,-4.6,-39.6,-0.092,-1.94,-39.5,-0.15,-3.16,21.0,-62.7,0.5,0.127,-0.219,-0.05039872408293461
90,2,0.5,10,2.0,0.25,10,0.601,19.36,-41.6,-0.51,-11.84,-62.1,0.088,2.45,27.7,-77.0,0.9,1.111,-0.51,0.03181818181818182
90,2,0.5,10,2.0,0.25,20,0.338,10.38,-42.0,-0.451,-11.47,-63.7,-0.052,-1.46,27.9,-77.0,0.5,0.789,-0.451,-0.01896103896103896
90,2,0.5,10,2.0,0.25,40,0.096,2.6,-41.3,-0.4,-9.15,-56.7,-0.151,-3.77,24.9,-73.6,0.5,0.496,-0.4,-0.051222826086956524
90,2,0.5,10,2.0,0.3,10,0.601,21.48,-48.2,-0.395,-11.48,-65.0,0.112,3.61,32.3,-80.7,0.8,0.996,-0.395,0.044733581164807926
90,2,0.5,10,2.0,0.3,20,0.4,14.24,-47.3,-0.375,-11.2,-67.9,0.014,0.45,32.7,-81.3,0.6,0.775,-0.375,0.005535055350553506
90,2,0.5,10,2.0,0.3,40,0.159,5.04,-48.1,-0.298,-8.51,-57.5,-0.077,-2.3,30.0,-76.5,0.5,0.45699999999999996,-0.298,-0.03006535947712418
90,2,0.5,10,2.5,0.15,10,0.155,3.97,-33.4,-0.315,-5.33,-52.2,-0.05,-1.07,21.4,-63.4,0.7,0.47,-0.315,-0.016876971608832808
90,2,0.5,10,2.5,0.15,20,0.191,4.94,-33.4,-0.545,-8.26,-53.3,-0.107,-2.21,20.7,-64.2,0.6,0.736,-0.545,-0.03442367601246106
90,2,0.5,10,2.5,0.15,40,0.224,5.83,-33.4,-0.592,-8.74,-53.8,-0.1,-2.06,20.7,-64.6,0.6,0.816,-0.592,-0.03188854489164087
90,2,0.5,10,2.5,0.2,10,-0.089,-2.18,-36.2,0.291,7.33,-32.2,0.12,2.98,24.8,-53.5,1.0,0.38,-0.089,0.055700934579439254
90,2,0.5,10,2.5,0.2,20,0.264,6.94,-39.4,-0.012,-0.3,-38.0,0.119,3.01,25.3,-40.7,1.0,0.276,-0.012,0.07395577395577395
90,2,0.5,10,2.5,0.2,40,-0.62,-12.04,-56.5,-0.548,-9.99,-61.9,-0.582,-10.93,18.8,-80.8,0.2,0.07199999999999995,-0.62,-0.13527227722772278
90,2,0.5,10,2.5,0.25,10,0.437,14.64,-42.4,-0.65,-14.58,-69.3,-0.043,-1.2,28.1,-81.7,0.6,1.087,-0.65,-0.014687882496940023
90,2,0.5,10,2.5,0.25,20,0.143,4.7,-48.4,-0.476,-11.69,-68.5,-0.146,-4.18,28.6,-81.0,0.4,0.619,-0.476,-0.051604938271604936
90,2,0.5,10,2.5,0.25,40,-0.191,-5.19,-47.4,-0.081,-2.19,-46.3,-0.132,-3.57,27.0,-71.2,0.4,0.11,-0.191,-0.05014044943820224
90,2,0.5,10,2.5,0.3,10,0.551,21.47,-48.9,-0.498,-14.18,-70.4,0.064,2.15,33.7,-84.3,0.7,1.049,-0.498,0.025504151838671413
90,2,0.5,10,2.5,0.3,20,0.316,11.84,-50.4,-0.467,-14.06,-73.4,-0.065,-2.2,33.7,-84.7,0.4,0.783,-0.467,-0.025974025974025976
90,2,0.5,10,2.5,0.3,40,0.064,2.11,-48.6,-0.077,-2.45,-50.1,-0.011,-0.36,32.4,-73.3,0.5,0.14100000000000001,-0.077,-0.0049113233287858115
90,2,0.5,10,3.0,0.15,10,-0.53,-10.33,-48.6,-0.465,-8.2,-53.6,-0.496,-9.17,18.5,-72.1,0.3,0.065,-0.53,-0.1271844660194175
90,2,0.5,10,3.0,0.15,20,-0.492,-9.6,-46.5,-0.417,-7.14,-50.9,-0.453,-8.26,18.2,-69.3,0.3,0.07500000000000001,-0.492,-0.1191919191919192
90,2,0.5,10,3.0,0.15,40,-0.783,-12.32,-51.9,-0.502,-9.56,-58.3,-0.615,-10.83,17.6,-76.5,0.2,0.281,-0.783,-0.1415686274509804
90,2,0.5,10,3.0,0.2,10,-0.395,-8.6,-48.1,0.173,5.03,-55.8,-0.047,-1.21,26.0,-55.8,0.6,0.5680000000000001,-0.395,-0.021684587813620072
90,2,0.5,10,3.0,0.2,20,-0.024,-0.65,-44.2,-0.492,-10.0,-62.1,-0.244,-5.71,23.4,-73.8,0.4,0.46799999999999997,-0.492,-0.07737127371273712
90,2,0.5,10,3.0,0.2,40,0.054,1.67,-42.0,-0.545,-10.32,-63.5,-0.191,-4.83,25.2,-74.1,0.4,0.5990000000000001,-0.545,-0.06518218623481782
90,2,0.5,10,3.0,0.25,10,-0.024,-0.76,-45.4,-0.147,-3.86,-57.0,-0.085,-2.44,28.8,-74.5,0.5,0.123,-0.147,-0.03275167785234899
90,2,0.5,10,3.0,0.25,20,-0.384,-9.57,-53.3,0.249,7.98,-44.7,-0.002,-0.06,29.0,-62.3,0.6,0.633,-0.384,-0.0009630818619582664
90,2,0.5,10,3.0,0.25,40,-0.508,-13.06,-63.3,-0.38,-9.02,-65.3,-0.441,-10.87,24.7,-84.8,0.2,0.128,-0.508,-0.12818396226415094
90,2,0.5,10,3.0,0.3,10,0.389,15.51,-49.5,-0.6,-16.37,-75.8,-0.053,-1.77,33.6,-87.3,0.4,0.989,-0.6,-0.02027491408934708
90,2,0.5,10,3.0,0.3,20,0.171,6.85,-56.2,-0.502,-14.83,-76.2,-0.141,-4.9,34.7,-87.5,0.3,0.673,-0.502,-0.056
90,2,0.5,10,3.0,0.3,40,-0.172,-5.72,-54.9,-0.054,-1.78,-52.4,-0.108,-3.59,33.2,-78.1,0.3,0.118,-0.172,-0.04596670934699104
90,2,0.5,10,4.0,0.15,10,-0.626,-17.74,-70.8,-0.316,-7.01,-55.5,-0.474,-11.93,25.2,-84.4,0.2,0.31,-0.626,-0.1413507109004739
90,2,0.5,10,4.0,0.15,20,-0.58,-18.05,-72.8,-0.431,-8.5,-56.7,-0.503,-12.88,25.6,-85.9,0.1,0.14899999999999997,-0.58,-0.14994179278230502
90,2,0.5,10,4.0,0.15,40,-0.597,-16.84,-69.0,-0.385,-9.33,-61.8,-0.489,-12.77,26.1,-85.8,0.1,0.21199999999999997,-0.597,-0.14883449883449884
90,2,0.5,10,4.0,0.2,10,-0.555,-13.93,-60.4,-0.528,-12.05,-65.7,-0.541,-12.91,23.9,-84.3,0.2,0.027000000000000024,-0.555,-0.1531435349940688
90,2,0.5,10,4.0,0.2,20,-0.473,-12.04,-57.7,-0.529,-11.28,-60.3,-0.499,-11.63,23.3,-81.4,0.2,0.05600000000000005,-0.529,-0.14287469287469287
90,2,0.5,10,4.0,0.2,40,-0.763,-15.06,-61.2,-0.65,-15.28,-69.5,-0.695,-15.18,21.8,-87.2,0.1,0.11299999999999999,-0.763,-0.17408256880733944
90,2,0.5,10,4.0,0.25,10,-0.364,-10.89,-57.1,0.05,1.72,-71.1,-0.125,-4.06,32.5,-71.1,0.3,0.414,-0.364,-0.05710267229254571
90,2,0.5,10,4.0,0.25,20,-0.026,-0.93,-55.7,-0.122,-3.55,-65.0,-0.073,-2.35,32.2,-76.1,0.4,0.096,-0.122,-0.030880420499342972
90,2,0.5,10,4.0,0.25,40,-0.713,-18.25,-68.9,0.178,5.66,-47.7,-0.182,-5.3,29.1,-70.5,0.3,0.891,-0.713,-0.075177304964539
90,2,0.5,10,4.0,0.3,10,-0.06,-2.14,-54.0,0.197,7.8,-59.1,0.086,3.24,37.7,-69.6,0.6,0.257,-0.06,0.046551724137931044
90,2,0.5,10,4.0,0.3,20,0.184,7.21,-55.2,-0.173,-5.72,-63.5,0.006,0.2,36.0,-69.3,0.5,0.357,-0.173,0.0028860028860028864
90,2,0.5,10,4.0,0.3,40,-0.53,-16.67,-71.1,-0.552,-15.25,-78.6,-0.54,-15.9,29.4,-92.3,0.1,0.02200000000000002,-0.552,-0.17226435536294693
90,2,0.5,10,5.0,0.15,10,-0.558,-20.26,-80.8,-0.155,-4.08,-60.2,-0.367,-11.49,31.3,-90.8,0.1,0.403,-0.558,-0.12654185022026432
90,2,0.5,10,5.0,0.15,20,-0.531,-20.55,-82.1,-0.587,-12.82,-68.2,-0.533,-16.36,30.7,-93.2,0.1,0.05599999999999994,-0.587,-0.17553648068669528
90,2,0.5,10,5.0,0.15,40,-0.661,-15.85,-63.8,-0.172,-4.01,-52.3,-0.399,-9.43,23.6,-76.6,0.2,0.48900000000000005,-0.661,-0.1231070496083551
90,2,0.5,10,5.0,0.2,10,-0.668,-20.03,-74.1,-0.364,-10.14,-67.3,-0.509,-14.67,28.8,-89.4,0.1,0.30400000000000005,-0.668,-0.16409395973154361
90,2,0.5,10,5.0,0.2,20,-0.56,-17.65,-71.5,-0.367,-9.62,-64.9,-0.463,-13.3,28.7,-87.4,0.1,0.19300000000000006,-0.56,-0.15217391304347827
90,2,0.5,10,5.0,0.2,40,-0.643,-17.92,-69.7,-0.422,-12.84,-74.0,-0.518,-15.16,29.3,-90.1,0.1,0.22100000000000003,-0.643,-0.16825749167591567
90,2,0.5,10,5.0,0.25,10,-0.552,-18.02,-72.3,-0.037,-1.15,-63.8,-0.281,-8.88,31.6,-81.1,0.2,0.515,-0.552,-0.10949445129469793
90,2,0.5,10,5.0,0.25,20,-0.516,-16.57,-69.7,0.007,0.22,-59.3,-0.236,-7.47,31.7,-77.5,0.2,0.523,-0.516,-0.09638709677419355
90,2,0.5,10,5.0,0.25,40,-0.808,-19.36,-70.4,-0.21,-5.69,-57.2,-0.465,-11.95,25.7,-86.8,0.2,0.5980000000000001,-0.808,-0.13767281105990783
90,2,0.5,10,5.0,0.3,10,-0.448,-16.54,-72.7,-0.035,-1.43,-79.6,-0.214,-8.35,39.0,-84.8,0.2,0.41300000000000003,-0.448,-0.09846698113207547
90,2,0.5,10,5.0,0.3,20,-0.561,-19.18,-74.9,-0.379,-11.76,-79.7,-0.466,-15.16,32.5,-91.3,0.1,0.18200000000000005,-0.561,-0.16604600219058052
90,2,0.5,10,5.0,0.3,40,-0.63,-24.42,-84.0,-0.633,-18.88,-82.3,-0.626,-21.42,34.2,-96.3,0.0,0.0030000000000000027,-0.633,-0.2224299065420561
90,2,1.0,5,2.0,0.15,10,-0.262,-4.06,-30.6,0.075,1.68,-28.7,-0.049,-0.95,19.5,-37.0,0.7,0.337,-0.262,-0.025675675675675674
90,2,1.0,5,2.0,0.15,20,0.133,2.5,-32.5,0.045,0.94,-32.1,0.083,1.66,20.0,-32.5,1.0,0.08800000000000001,0.045,0.051076923076923075
90,2,1.0,5,2.0,0.15,40,-0.2,-3.16,-28.6,-0.732,-10.65,-52.5,-0.477,-7.22,15.1,-65.6,0.4,0.532,-0.732,-0.1100609756097561
90,2,1.0,5,2.0,0.2,10,0.032,0.76,-34.8,-0.018,-0.46,-42.2,0.004,0.1,24.5,-47.6,0.7,0.05,-0.018,0.0021008403361344537
90,2,1.0,5,2.0,0.2,20,0.094,2.18,-36.6,-0.477,-11.62,-61.9,-0.223,-5.3,23.8,-74.7,0.4,0.571,-0.477,-0.07095046854082998
90,2,1.0,5,2.0,0.2,40,-0.244,-4.76,-37.0,-0.043,-1.13,-51.2,-0.12,-2.79,23.4,-52.4,0.5,0.201,-0.244,-0.05324427480916031
90,2,1.0,5,2.0,0.25,10,0.421,12.83,-41.6,-0.401,-10.95,-63.6,-0.002,-0.05,28.8,-77.9,0.6,0.8220000000000001,-0.401,-0.0006418485237483953
90,2,1.0,5,2.0,0.25,20,0.345,10.39,-41.6,-0.223,-6.95,-61.2,0.032,0.99,30.7,-76.4,0.6,0.568,-0.223,0.012958115183246072
90,2,1.0,5,2.0,0.25,40,0.01,0.29,-41.4,-0.375,-10.48,-61.4,-0.199,-5.55,27.9,-76.1,0.3,0.385,-0.375,-0.07293035479632064
90,2,1.0,5,2.0,0.3,10,0.467,16.08,-48.4,-0.155,-5.14,-57.8,0.136,4.58,33.7,-77.1,0.9,0.622,-0.155,0.059403372243839174
90,2,1.0,5,2.0,0.3,20,0.388,13.73,-48.5,-0.101,-3.56,-61.6,0.123,4.36,35.4,-78.3,0.8,0.489,-0.101,0.05568326947637293
90,2,1.0,5,2.0,0.3,40,0.224,7.39,-48.3,-0.334,-10.25,-62.7,-0.068,-2.17,31.8,-79.4,0.4,0.558,-0.334,-0.02732997481108312
90,2,1.0,5,2.5,0.15,10,0.085,2.11,-33.4,-0.417,-7.55,-51.2,-0.146,-3.13,21.4,-62.6,0.5,0.502,-0.417,-0.049999999999999996
90,2,1.0,5,2.5,0.15,20,0.159,4.04,-33.4,-0.488,-8.49,-53.6,-0.128,-2.75,21.5,-64.5,0.5,0.647,-0.488,-0.04263565891472868
90,2,1.0,5,2.5,0.15,40,-0.244,-4.27,-30.1,-0.432,-6.58,-40.2,-0.339,-5.52,16.3,-57.0,0.5,0.188,-0.432,-0.09684210526315788
90,2,1.0,5,2.5,0.2,10,-0.132,-3.0,-36.8,-0.0,-0.01,-43.0,-0.054,-1.38,25.7,-47.1,0.6,0.132,-0.132,-0.029299363057324838
90,2,1.0,5,2.5,0.2,20,0.244,6.26,-40.2,-0.075,-2.04,-44.2,0.067,1.76,26.4,-44.2,0.8,0.319,-0.075,0.039819004524886875
90,2,1.0,5,2.5,0.2,40,-0.353,-7.11,-43.1,-0.277,-7.29,-54.4,-0.304,-7.2,23.7,-71.6,0.3,0.07599999999999996,-0.353,-0.1005586592178771
90,2,1.0,5,2.5,0.25,10,0.097,2.9,-42.4,-0.197,-5.88,-52.1,-0.062,-1.86,29.9,-69.8,0.5,0.29400000000000004,-0.197,-0.026647564469914044
90,2,1.0,5,2.5,0.25,20,0.134,4.01,-44.8,-0.485,-14.7,-73.0,-0.204,-6.13,30.1,-83.8,0.3,0.619,-0.485,-0.07315035799522673
90,2,1.0,5,2.5,0.25,40,-0.219,-5.52,-44.3,-0.133,-4.26,-61.0,-0.166,-4.84,29.2,-69.5,0.3,0.086,-0.219,-0.06964028776978418
90,2,1.0,5,2.5,0.3,10,0.38,13.96,-48.9,-0.426,-14.0,-72.3,-0.034,-1.19,34.7,-85.3,0.4,0.806,-0.426,-0.013950762016412661
90,2,1.0,5,2.5,0.3,20,0.311,11.39,-49.5,-0.276,-10.45,-73.9,-0.012,-0.44,37.3,-85.8,0.4,0.587,-0.276,-0.005128205128205128
90,2,1.0,5,2.5,0.3,40,-0.019,-0.63,-48.6,-0.454,-15.12,-74.4,-0.254,-8.48,33.4,-86.2,0.2,0.435,-0.454,-0.09837587006960558
90,2,1.0,5,3.0,0.15,10,-0.519,-9.97,-47.4,-0.333,-6.9,-51.7,-0.415,-8.31,20.0,-70.3,0.3,0.186,-0.519,-0.11820768136557612
90,2,1.0,5,3.0,0.15,20,-0.552,-10.02,-47.0,-0.408,-7.97,-54.2,-0.471,-8.91,18.9,-71.6,0.3,0.14400000000000007,-0.552,-0.12444134078212292
90,2,1.0,5,3.0,0.15,40,-0.832,-12.54,-52.2,-0.431,-8.32,-55.1,-0.586,-10.25,17.5,-74.9,0.3,0.40099999999999997,-0.832,-0.13684913217623498
90,2,1.0,5,3.0,0.2,10,0.087,2.09,-43.9,0.293,9.99,-38.8,0.213,6.37,29.9,-43.9,1.2,0.206,0.087,0.14510250569476082
90,2,1.0,5,3.0,0.2,20,0.154,4.3,-42.9,0.186,5.42,-43.9,0.171,4.91,28.6,-43.9,1.1,0.032,0.154,0.11184510250569477
90,2,1.0,5,3.0,0.2,40,-0.176,-3.98,-37.9,-0.561,-10.97,-56.3,-0.37,-7.77,21.0,-72.2,0.3,0.38500000000000006,-0.561,-0.10761772853185594
90,2,1.0,5,3.0,0.25,10,-0.121,-3.58,-45.2,-0.636,-16.51,-72.5,-0.383,-10.59,27.7,-83.8,0.2,0.515,-0.636,-0.12637231503579952
90,2,1.0,5,3.0,0.25,20,-0.039,-1.01,-46.3,-0.633,-17.04,-76.8,-0.367,-9.7,26.4,-80.7,0.2,0.594,-0.633,-0.12019826517967781
90,2,1.0,5,3.0,0.25,40,-0.418,-9.98,-54.2,-0.103,-3.67,-64.4,-0.213,-6.56,30.8,-76.7,0.3,0.315,-0.418,-0.08552803129074314
90,2,1.0,5,3.0,0.3,10,0.127,4.61,-49.6,-0.74,-21.45,-81.1,-0.293,-9.51,32.5,-90.0,0.2,0.867,-0.74,-0.10566666666666666
90,2,1.0,5,3.0,0.3,20,0.162,5.97,-52.7,-0.45,-16.46,-80.3,-0.169,-6.18,36.7,-89.3,0.2,0.612,-0.45,-0.06920492721164613
90,2,1.0,5,3.0,0.3,40,-0.186,-5.81,-50.6,-0.213,-8.07,-69.4,-0.201,-7.04,35.0,-81.7,0.2,0.026999999999999996,-0.213,-0.0861689106487148
90,2,1.0,5,4.0,0.15,10,0.096,3.48,-53.4,-0.328,-8.18,-59.4,-0.093,-2.84,30.7,-77.3,0.4,0.42400000000000004,-0.328,-0.036739974126778784
90,2,1.0,5,4.0,0.15,20,0.057,2.07,-53.4,-0.338,-8.19,-58.9,-0.115,-3.49,30.3,-77.0,0.4,0.395,-0.338,-0.04532467532467533
90,2,1.0,5,4.0,0.15,40,0.106,3.88,-53.4,-0.335,-8.13,-58.8,-0.086,-2.63,30.5,-77.0,0.4,0.441,-0.335,-0.034155844155844155
90,2,1.0,5,4.0,0.2,10,-0.542,-13.31,-58.6,-0.397,-10.69,-65.5,-0.46,-11.89,25.9,-83.5,0.2,0.14500000000000002,-0.542,-0.14239520958083832
90,2,1.0,5,4.0,0.2,20,-0.529,-12.78,-58.8,-0.249,-6.59,-50.0,-0.371,-9.42,25.4,-77.6,0.2,0.28,-0.529,-0.1213917525773196
90,2,1.0,5,4.0,0.2,40,-0.896,-17.42,-64.5,-0.344,-9.13,-59.7,-0.549,-12.93,23.5,-84.2,0.2,0.552,-0.896,-0.153562945368171
90,2,1.0,5,4.0,0.25,10,-0.307,-9.15,-54.9,0.308,12.57,-51.5,0.072,2.62,36.2,-54.9,0.6,0.615,-0.307,0.04772313296903461
90,2,1.0,5,4.0,0.25,20,0.012,0.42,-54.1,0.191,7.02,-60.9,0.111,4.0,36.1,-65.7,0.7,0.179,0.012,0.060882800608828
90,2,1.0,5,4.0,0.25,40,-0.233,-6.71,-47.4,-0.525,-12.97,-64.7,-0.379,-10.1,26.6,-80.8,0.2,0.29200000000000004,-0.525,-0.125
90,2,1.0,5,4.0,0.3,10,-0.156,-5.3,-54.6,-0.018,-0.77,-66.4,-0.074,-2.85,38.7,-72.2,0.3,0.138,-0.156,-0.039473684210526314
90,2,1.0,5,4.0,0.3,20,0.242,9.52,-55.3,-0.194,-7.88,-70.3,0.002,0.09,40.0,-74.3,0.4,0.436,-0.194,0.0012113055181695827
90,2,1.0,5,4.0,0.3,40,-0.409,-11.95,-61.6,-0.197,-7.93,-73.0,-0.275,-9.77,35.5,-86.7,0.1,0.21199999999999997,-0.409,-0.1126874279123414
90,2,1.0,5,5.0,0.15,10,-0.545,-11.86,-54.7,-0.478,-11.13,-66.0,-0.507,-11.46,22.6,-81.5,0.2,0.06700000000000006,-0.545,-0.14061349693251535
90,2,1.0,5,5.0,0.15,20,-0.541,-14.17,-61.8,-0.471,-10.91,-65.5,-0.505,-12.41,24.6,-84.2,0.2,0.07000000000000006,-0.541,-0.1473871733966746
90,2,1.0,5,5.0,0.15,40,-0.307,-11.89,-71.7,-0.392,-9.55,-63.1,-0.335,-10.62,31.7,-87.4,0.1,0.08500000000000002,-0.392,-0.12151029748283751
90,2,1.0,5,5.0,0.2,10,0.297,14.51,-66.8,-0.342,-10.84,-71.3,0.019,0.77,40.5,-88.0,0.3,0.639,-0.342,0.00875
90,2,1.0,5,5.0,0.2,20,-0.352,-10.94,-58.9,-0.379,-11.59,-71.9,-0.367,-11.29,30.8,-85.5,0.1,0.027000000000000024,-0.379,-0.132046783625731
90,2,1.0,5,5.0,0.2,40,-0.715,-17.96,-68.5,-0.383,-11.68,-72.1,-0.517,-14.55,28.1,-89.0,0.1,0.33199999999999996,-0.715,-0.16348314606741574
90,2,1.0,5,5.0,0.25,10,-0.538,-17.17,-70.4,0.281,10.84,-65.8,-0.056,-1.99,35.7,-70.4,0.4,0.8190000000000001,-0.538,-0.02826704545454545
90,2,1.0,5,5.0,0.25,20,-0.581,-17.59,-70.3,0.259,9.83,-66.0,-0.079,-2.73,34.7,-70.5,0.3,0.84,-0.581,-0.03872340425531915
90,2,1.0,5,5.0,0.25,40,-0.968,-21.79,-73.1,-0.059,-2.19,-68.3,-0.359,-11.17,31.1,-85.1,0.1,0.909,-0.968,-0.13125734430082256
90,2,1.0,5,5.0,0.3,10,-0.4,-14.67,-69.3,0.278,13.59,-60.0,0.015,0.65,43.7,-69.3,0.3,0.678,-0.4,0.00937950937950938
90,2,1.0,5,5.0,0.3,20,-0.555,-18.44,-73.2,0.194,8.73,-69.4,-0.093,-3.71,40.0,-82.5,0.2,0.7490000000000001,-0.555,-0.04496969696969697
90,2,1.0,5,5.0,0.3,40,-0.245,-8.57,-56.0,-0.57,-16.62,-74.3,-0.405,-12.93,32.0,-88.2,0.1,0.32499999999999996,-0.57,-0.1465986394557823
90,2,1.0,10,2.0,0.15,10,-0.481,-6.98,-35.4,-0.485,-6.94,-49.8,-0.483,-6.96,14.4,-66.9,0.4,0.0040000000000000036,-0.485,-0.10403587443946187
90,2,1.0,10,2.0,0.15,20,0.04,0.7,-31.6,-0.194,-3.13,-37.1,-0.082,-1.38,16.9,-38.3,0.7,0.234,-0.194,-0.03603133159268929
90,2,1.0,10,2.0,0.15,40,-0.348,-5.87,-34.9,-0.491,-6.62,-49.9,-0.415,-6.28,15.1,-63.3,0.4,0.14300000000000002,-0.491,-0.09921011058451817
90,2,1.0,10,2.0,0.2,10,0.357,9.42,-34.8,-0.626,-10.76,-59.4,-0.069,-1.52,21.9,-72.8,0.6,0.983,-0.626,-0.02087912087912088
90,2,1.0,10,2.0,0.2,20,0.116,2.97,-39.3,-0.474,-9.28,-58.9,-0.163,-3.67,22.5,-71.7,0.5,0.59,-0.474,-0.05118549511854951
90,2,1.0,10,2.0,0.2,40,-0.223,-4.66,-39.6,-0.092,-1.93,-39.5,-0.151,-3.18,21.0,-62.7,0.5,0.131,-0.223,-0.05071770334928229
90,2,1.0,10,2.0,0.25,10,0.596,19.2,-41.6,-0.511,-11.86,-62.1,0.085,2.36,27.7,-77.0,0.8,1.107,-0.511,0.03064935064935065
90,2,1.0,10,2.0,0.25,20,0.337,10.32,-42.1,-0.452,-11.48,-63.7,-0.053,-1.49,27.9,-77.0,0.5,0.789,-0.452,-0.01935064935064935
