label,n,cagr,vol,mdd,sharpe,cagr_mdd,navx,recipe,rebal_days
3sleeve 20/40/40 UPRO/TMF/UGL @ 10d,3835,12.84,24.67,-58.26,0.61,0.22,6.3,3sleeve 20/40/40 UPRO/TMF/UGL,10
3sleeve 20/40/40 UPRO/TMF/UGL @ 21d,3835,12.84,24.67,-58.26,0.61,0.22,6.3,3sleeve 20/40/40 UPRO/TMF/UGL,21
3sleeve 20/40/40 UPRO/TMF/UGL @ 3d,3835,12.84,24.67,-58.26,0.61,0.22,6.3,3sleeve 20/40/40 UPRO/TMF/UGL,3
3sleeve 20/40/40 UPRO/TMF/UGL @ 5d,3835,12.84,24.67,-58.26,0.61,0.22,6.3,3sleeve 20/40/40 UPRO/TMF/UGL,5
3sleeve 10/20/70 TQQQ/TMF/UGL @ 21d,3835,12.82,27.18,-53.27,0.58,0.24,6.3,3sleeve 10/20/70 TQQQ/TMF/UGL,21
3sleeve 10/20/70 TQQQ/TMF/UGL @ 10d,3835,12.82,27.18,-53.27,0.58,0.24,6.3,3sleeve 10/20/70 TQQQ/TMF/UGL,10
3sleeve 10/20/70 TQQQ/TMF/UGL @ 5d,3835,12.82,27.18,-53.27,0.58,0.24,6.3,3sleeve 10/20/70 TQQQ/TMF/UGL,5
3sleeve 10/20/70 TQQQ/TMF/UGL @ 3d,3835,12.82,27.18,-53.27,0.58,0.24,6.3,3sleeve 10/20/70 TQQQ/TMF/UGL,3
3sleeve 30/60/10 UPRO/TMF/UGL @ 10d,3835,12.68,27.73,-71.57,0.57,0.18,6.2,3sleeve 30/60/10 UPRO/TMF/UGL,10
3sleeve 30/60/10 UPRO/TMF/UGL @ 21d,3835,12.68,27.73,-71.57,0.57,0.18,6.2,3sleeve 30/60/10 UPRO/TMF/UGL,21
3sleeve 30/60/10 UPRO/TMF/UGL @ 5d,3835,12.68,27.73,-71.57,0.57,0.18,6.2,3sleeve 30/60/10 UPRO/TMF/UGL,5
3sleeve 30/60/10 UPRO/TMF/UGL @ 3d,3835,12.68,27.73,-71.57,0.57,0.18,6.2,3sleeve 30/60/10 UPRO/TMF/UGL,3
3sleeve 20/60/20 TQQQ/TMF/UGL @ 21d,3835,12.59,29.15,-71.9,0.55,0.18,6.1,3sleeve 20/60/20 TQQQ/TMF/UGL,21
3sleeve 20/60/20 TQQQ/TMF/UGL @ 10d,3835,12.59,29.15,-71.9,0.55,0.18,6.1,3sleeve 20/60/20 TQQQ/TMF/UGL,10
3sleeve 20/60/20 TQQQ/TMF/UGL @ 5d,3835,12.59,29.15,-71.9,0.55,0.18,6.1,3sleeve 20/60/20 TQQQ/TMF/UGL,5
3sleeve 20/60/20 TQQQ/TMF/UGL @ 3d,3835,12.59,29.15,-71.9,0.55,0.18,6.1,3sleeve 20/60/20 TQQQ/TMF/UGL,3
3sleeve 10/30/60 TQQQ/TMF/UGL @ 21d,3835,12.09,26.54,-58.17,0.56,0.21,5.7,3sleeve 10/30/60 TQQQ/TMF/UGL,21
3sleeve 10/30/60 TQQQ/TMF/UGL @ 10d,3835,12.09,26.54,-58.17,0.56,0.21,5.7,3sleeve 10/30/60 TQQQ/TMF/UGL,10
3sleeve 10/30/60 TQQQ/TMF/UGL @ 3d,3835,12.09,26.54,-58.17,0.56,0.21,5.7,3sleeve 10/30/60 TQQQ/TMF/UGL,3
3sleeve 10/30/60 TQQQ/TMF/UGL @ 5d,3835,12.09,26.54,-58.17,0.56,0.21,5.7,3sleeve 10/30/60 TQQQ/TMF/UGL,5
UPRO/UGL 10/90 @ 10d,3835,12.04,30.64,-65.15,0.53,0.18,5.6,UPRO/UGL 10/90,10
UPRO/UGL 10/90 @ 21d,3835,12.04,30.64,-65.15,0.53,0.18,5.6,UPRO/UGL 10/90,21
UPRO/UGL 10/90 @ 5d,3835,12.04,30.64,-65.15,0.53,0.18,5.6,UPRO/UGL 10/90,5
UPRO/UGL 10/90 @ 3d,3835,12.04,30.64,-65.15,0.53,0.18,5.6,UPRO/UGL 10/90,3
3sleeve 10/10/80 UPRO/TMF/UGL @ 10d,3835,11.88,28.39,-56.22,0.54,0.21,5.5,3sleeve 10/10/80 UPRO/TMF/UGL,10
3sleeve 10/10/80 UPRO/TMF/UGL @ 21d,3835,11.88,28.39,-56.22,0.54,0.21,5.5,3sleeve 10/10/80 UPRO/TMF/UGL,21
3sleeve 10/10/80 UPRO/TMF/UGL @ 3d,3835,11.88,28.39,-56.22,0.54,0.21,5.5,3sleeve 10/10/80 UPRO/TMF/UGL,3
3sleeve 10/10/80 UPRO/TMF/UGL @ 5d,3835,11.88,28.39,-56.22,0.54,0.21,5.5,3sleeve 10/10/80 UPRO/TMF/UGL,5
3sleeve 20/50/30 UPRO/TMF/UGL @ 10d,3835,11.56,25.92,-65.12,0.55,0.18,5.3,3sleeve 20/50/30 UPRO/TMF/UGL,10
3sleeve 20/50/30 UPRO/TMF/UGL @ 21d,3835,11.56,25.92,-65.12,0.55,0.18,5.3,3sleeve 20/50/30 UPRO/TMF/UGL,21
3sleeve 20/50/30 UPRO/TMF/UGL @ 3d,3835,11.56,25.92,-65.12,0.55,0.18,5.3,3sleeve 20/50/30 UPRO/TMF/UGL,3
3sleeve 20/50/30 UPRO/TMF/UGL @ 5d,3835,11.56,25.92,-65.12,0.55,0.18,5.3,3sleeve 20/50/30 UPRO/TMF/UGL,5
3sleeve 10/20/70 UPRO/TMF/UGL @ 3d,3835,11.44,26.86,-51.47,0.54,0.22,5.2,3sleeve 10/20/70 UPRO/TMF/UGL,3
3sleeve 10/20/70 UPRO/TMF/UGL @ 5d,3835,11.44,26.86,-51.47,0.54,0.22,5.2,3sleeve 10/20/70 UPRO/TMF/UGL,5
3sleeve 10/20/70 UPRO/TMF/UGL @ 21d,3835,11.44,26.86,-51.47,0.54,0.22,5.2,3sleeve 10/20/70 UPRO/TMF/UGL,21
3sleeve 10/20/70 UPRO/TMF/UGL @ 10d,3835,11.44,26.86,-51.47,0.54,0.22,5.2,3sleeve 10/20/70 UPRO/TMF/UGL,10
3sleeve 10/40/50 TQQQ/TMF/UGL @ 3d,3835,11.1,26.8,-63.06,0.53,0.18,5.0,3sleeve 10/40/50 TQQQ/TMF/UGL,3
3sleeve 10/40/50 TQQQ/TMF/UGL @ 5d,3835,11.1,26.8,-63.06,0.53,0.18,5.0,3sleeve 10/40/50 TQQQ/TMF/UGL,5
3sleeve 10/40/50 TQQQ/TMF/UGL @ 10d,3835,11.1,26.8,-63.06,0.53,0.18,5.0,3sleeve 10/40/50 TQQQ/TMF/UGL,10
3sleeve 10/40/50 TQQQ/TMF/UGL @ 21d,3835,11.1,26.8,-63.06,0.53,0.18,5.0,3sleeve 10/40/50 TQQQ/TMF/UGL,21
HFEA 30/70 UPRO/TMF @ 3d,3835,10.85,30.52,-77.2,0.49,0.14,4.8,HFEA 30/70 UPRO/TMF,3
HFEA 30/70 UPRO/TMF @ 5d,3835,10.85,30.52,-77.2,0.49,0.14,4.8,HFEA 30/70 UPRO/TMF,5
HFEA 30/70 UPRO/TMF @ 21d,3835,10.85,30.52,-77.2,0.49,0.14,4.8,HFEA 30/70 UPRO/TMF,21
HFEA 30/70 UPRO/TMF @ 10d,3835,10.85,30.52,-77.2,0.49,0.14,4.8,HFEA 30/70 UPRO/TMF,10
3sleeve 20/70/10 TQQQ/TMF/UGL @ 10d,3835,10.76,31.82,-77.46,0.48,0.14,4.7,3sleeve 20/70/10 TQQQ/TMF/UGL,10
3sleeve 20/70/10 TQQQ/TMF/UGL @ 21d,3835,10.76,31.82,-77.46,0.48,0.14,4.7,3sleeve 20/70/10 TQQQ/TMF/UGL,21
3sleeve 20/70/10 TQQQ/TMF/UGL @ 3d,3835,10.76,31.82,-77.46,0.48,0.14,4.7,3sleeve 20/70/10 TQQQ/TMF/UGL,3
3sleeve 20/70/10 TQQQ/TMF/UGL @ 5d,3835,10.76,31.82,-77.46,0.48,0.14,4.7,3sleeve 20/70/10 TQQQ/TMF/UGL,5
3sleeve 10/30/60 UPRO/TMF/UGL @ 3d,3835,10.73,26.19,-56.59,0.52,0.19,4.7,3sleeve 10/30/60 UPRO/TMF/UGL,3
3sleeve 10/30/60 UPRO/TMF/UGL @ 5d,3835,10.73,26.19,-56.59,0.52,0.19,4.7,3sleeve 10/30/60 UPRO/TMF/UGL,5
3sleeve 10/30/60 UPRO/TMF/UGL @ 10d,3835,10.73,26.19,-56.59,0.52,0.19,4.7,3sleeve 10/30/60 UPRO/TMF/UGL,10
3sleeve 10/30/60 UPRO/TMF/UGL @ 21d,3835,10.73,26.19,-56.59,0.52,0.19,4.7,3sleeve 10/30/60 UPRO/TMF/UGL,21
3sleeve 20/60/20 UPRO/TMF/UGL @ 10d,3835,10.03,28.0,-71.66,0.48,0.14,4.3,3sleeve 20/60/20 UPRO/TMF/UGL,10
3sleeve 20/60/20 UPRO/TMF/UGL @ 21d,3835,10.03,28.0,-71.66,0.48,0.14,4.3,3sleeve 20/60/20 UPRO/TMF/UGL,21
3sleeve 20/60/20 UPRO/TMF/UGL @ 3d,3835,10.03,28.0,-71.66,0.48,0.14,4.3,3sleeve 20/60/20 UPRO/TMF/UGL,3
3sleeve 20/60/20 UPRO/TMF/UGL @ 5d,3835,10.03,28.0,-71.66,0.48,0.14,4.3,3sleeve 20/60/20 UPRO/TMF/UGL,5
EW4 UPRO/TMF/UGL/UCO @ 3d,3835,9.87,26.76,-53.25,0.49,0.19,4.2,EW4 UPRO/TMF/UGL/UCO,3
EW4 UPRO/TMF/UGL/UCO @ 5d,3835,9.87,26.76,-53.25,0.49,0.19,4.2,EW4 UPRO/TMF/UGL/UCO,5
EW4 UPRO/TMF/UGL/UCO @ 10d,3835,9.87,26.76,-53.25,0.49,0.19,4.2,EW4 UPRO/TMF/UGL/UCO,10
EW4 UPRO/TMF/UGL/UCO @ 21d,3835,9.87,26.76,-53.25,0.49,0.19,4.2,EW4 UPRO/TMF/UGL/UCO,21
3sleeve 10/50/40 TQQQ/TMF/UGL @ 21d,3835,9.85,27.95,-68.94,0.48,0.14,4.2,3sleeve 10/50/40 TQQQ/TMF/UGL,21
3sleeve 10/50/40 TQQQ/TMF/UGL @ 10d,3835,9.85,27.95,-68.94,0.48,0.14,4.2,3sleeve 10/50/40 TQQQ/TMF/UGL,10
3sleeve 10/50/40 TQQQ/TMF/UGL @ 3d,3835,9.85,27.95,-68.94,0.48,0.14,4.2,3sleeve 10/50/40 TQQQ/TMF/UGL,3
3sleeve 10/50/40 TQQQ/TMF/UGL @ 5d,3835,9.85,27.95,-68.94,0.48,0.14,4.2,3sleeve 10/50/40 TQQQ/TMF/UGL,5
3sleeve 10/40/50 UPRO/TMF/UGL @ 5d,3835,9.76,26.43,-62.88,0.48,0.16,4.1,3sleeve 10/40/50 UPRO/TMF/UGL,5
3sleeve 10/40/50 UPRO/TMF/UGL @ 3d,3835,9.76,26.43,-62.88,0.48,0.16,4.1,3sleeve 10/40/50 UPRO/TMF/UGL,3
3sleeve 10/40/50 UPRO/TMF/UGL @ 21d,3835,9.76,26.43,-62.88,0.48,0.16,4.1,3sleeve 10/40/50 UPRO/TMF/UGL,21
3sleeve 10/40/50 UPRO/TMF/UGL @ 10d,3835,9.76,26.43,-62.88,0.48,0.16,4.1,3sleeve 10/40/50 UPRO/TMF/UGL,10
HFEA-Tech 20/80 TQQQ/TMF @ 5d,3835,8.69,34.99,-82.08,0.41,0.11,3.6,HFEA-Tech 20/80 TQQQ/TMF,5
HFEA-Tech 20/80 TQQQ/TMF @ 3d,3835,8.69,34.99,-82.08,0.41,0.11,3.6,HFEA-Tech 20/80 TQQQ/TMF,3
HFEA-Tech 20/80 TQQQ/TMF @ 21d,3835,8.69,34.99,-82.08,0.41,0.11,3.6,HFEA-Tech 20/80 TQQQ/TMF,21
HFEA-Tech 20/80 TQQQ/TMF @ 10d,3835,8.69,34.99,-82.08,0.41,0.11,3.6,HFEA-Tech 20/80 TQQQ/TMF,10
100% UGL @ 5d,3835,8.54,33.29,-75.93,0.41,0.11,3.5,100% UGL,5
100% UGL @ 3d,3835,8.54,33.29,-75.93,0.41,0.11,3.5,100% UGL,3
100% UGL @ 10d,3835,8.54,33.29,-75.93,0.41,0.11,3.5,100% UGL,10
100% UGL @ 21d,3835,8.54,33.29,-75.93,0.41,0.11,3.5,100% UGL,21
3sleeve 10/50/40 UPRO/TMF/UGL @ 5d,3835,8.53,27.57,-68.95,0.44,0.12,3.5,3sleeve 10/50/40 UPRO/TMF/UGL,5
3sleeve 10/50/40 UPRO/TMF/UGL @ 3d,3835,8.53,27.57,-68.95,0.44,0.12,3.5,3sleeve 10/50/40 UPRO/TMF/UGL,3
3sleeve 10/50/40 UPRO/TMF/UGL @ 21d,3835,8.53,27.57,-68.95,0.44,0.12,3.5,3sleeve 10/50/40 UPRO/TMF/UGL,21
3sleeve 10/50/40 UPRO/TMF/UGL @ 10d,3835,8.53,27.57,-68.95,0.44,0.12,3.5,3sleeve 10/50/40 UPRO/TMF/UGL,10
3sleeve 10/60/30 TQQQ/TMF/UGL @ 10d,3835,8.35,29.87,-74.42,0.42,0.11,3.4,3sleeve 10/60/30 TQQQ/TMF/UGL,10
3sleeve 10/60/30 TQQQ/TMF/UGL @ 21d,3835,8.35,29.87,-74.42,0.42,0.11,3.4,3sleeve 10/60/30 TQQQ/TMF/UGL,21
3sleeve 10/60/30 TQQQ/TMF/UGL @ 3d,3835,8.35,29.87,-74.42,0.42,0.11,3.4,3sleeve 10/60/30 TQQQ/TMF/UGL,3
3sleeve 10/60/30 TQQQ/TMF/UGL @ 5d,3835,8.35,29.87,-74.42,0.42,0.11,3.4,3sleeve 10/60/30 TQQQ/TMF/UGL,5
3sleeve 20/70/10 UPRO/TMF/UGL @ 5d,3835,8.25,30.73,-77.28,0.41,0.11,3.3,3sleeve 20/70/10 UPRO/TMF/UGL,5
3sleeve 20/70/10 UPRO/TMF/UGL @ 3d,3835,8.25,30.73,-77.28,0.41,0.11,3.3,3sleeve 20/70/10 UPRO/TMF/UGL,3
3sleeve 20/70/10 UPRO/TMF/UGL @ 21d,3835,8.25,30.73,-77.28,0.41,0.11,3.3,3sleeve 20/70/10 UPRO/TMF/UGL,21
3sleeve 20/70/10 UPRO/TMF/UGL @ 10d,3835,8.25,30.73,-77.28,0.41,0.11,3.3,3sleeve 20/70/10 UPRO/TMF/UGL,10
3sleeve 10/60/30 UPRO/TMF/UGL @ 21d,3835,7.05,29.5,-74.43,0.38,0.09,2.8,3sleeve 10/60/30 UPRO/TMF/UGL,21
3sleeve 10/60/30 UPRO/TMF/UGL @ 10d,3835,7.05,29.5,-74.43,0.38,0.09,2.8,3sleeve 10/60/30 UPRO/TMF/UGL,10
3sleeve 10/60/30 UPRO/TMF/UGL @ 3d,3835,7.05,29.5,-74.43,0.38,0.09,2.8,3sleeve 10/60/30 UPRO/TMF/UGL,3
3sleeve 10/60/30 UPRO/TMF/UGL @ 5d,3835,7.05,29.5,-74.43,0.38,0.09,2.8,3sleeve 10/60/30 UPRO/TMF/UGL,5
3sleeve 10/70/20 TQQQ/TMF/UGL @ 3d,3835,6.6,32.44,-79.48,0.36,0.08,2.6,3sleeve 10/70/20 TQQQ/TMF/UGL,3
3sleeve 10/70/20 TQQQ/TMF/UGL @ 5d,3835,6.6,32.44,-79.48,0.36,0.08,2.6,3sleeve 10/70/20 TQQQ/TMF/UGL,5
3sleeve 10/70/20 TQQQ/TMF/UGL @ 21d,3835,6.6,32.44,-79.48,0.36,0.08,2.6,3sleeve 10/70/20 TQQQ/TMF/UGL,21
3sleeve 10/70/20 TQQQ/TMF/UGL @ 10d,3835,6.6,32.44,-79.48,0.36,0.08,2.6,3sleeve 10/70/20 TQQQ/TMF/UGL,10
HFEA 20/80 UPRO/TMF @ 5d,3835,6.24,33.97,-81.93,0.35,0.08,2.5,HFEA 20/80 UPRO/TMF,5
HFEA 20/80 UPRO/TMF @ 3d,3835,6.24,33.97,-81.93,0.35,0.08,2.5,HFEA 20/80 UPRO/TMF,3
HFEA 20/80 UPRO/TMF @ 21d,3835,6.24,33.97,-81.93,0.35,0.08,2.5,HFEA 20/80 UPRO/TMF,21
HFEA 20/80 UPRO/TMF @ 10d,3835,6.24,33.97,-81.93,0.35,0.08,2.5,HFEA 20/80 UPRO/TMF,10
3sleeve 10/70/20 UPRO/TMF/UGL @ 21d,3835,5.33,32.08,-79.49,0.32,0.07,2.2,3sleeve 10/70/20 UPRO/TMF/UGL,21
3sleeve 10/70/20 UPRO/TMF/UGL @ 10d,3835,5.33,32.08,-79.49,0.32,0.07,2.2,3sleeve 10/70/20 UPRO/TMF/UGL,10
3sleeve 10/70/20 UPRO/TMF/UGL @ 5d,3835,5.33,32.08,-79.49,0.32,0.07,2.2,3sleeve 10/70/20 UPRO/TMF/UGL,5
3sleeve 10/70/20 UPRO/TMF/UGL @ 3d,3835,5.33,32.08,-79.49,0.32,0.07,2.2,3sleeve 10/70/20 UPRO/TMF/UGL,3
3sleeve 10/80/10 TQQQ/TMF/UGL @ 21d,3835,4.63,35.51,-83.68,0.31,0.06,2.0,3sleeve 10/80/10 TQQQ/TMF/UGL,21
3sleeve 10/80/10 TQQQ/TMF/UGL @ 10d,3835,4.63,35.51,-83.68,0.31,0.06,2.0,3sleeve 10/80/10 TQQQ/TMF/UGL,10
3sleeve 10/80/10 TQQQ/TMF/UGL @ 5d,3835,4.63,35.51,-83.68,0.31,0.06,2.0,3sleeve 10/80/10 TQQQ/TMF/UGL,5
3sleeve 10/80/10 TQQQ/TMF/UGL @ 3d,3835,4.63,35.51,-83.68,0.31,0.06,2.0,3sleeve 10/80/10 TQQQ/TMF/UGL,3
3sleeve 10/80/10 UPRO/TMF/UGL @ 21d,3835,3.39,35.17,-83.67,0.27,0.04,1.7,3sleeve 10/80/10 UPRO/TMF/UGL,21
3sleeve 10/80/10 UPRO/TMF/UGL @ 10d,3835,3.39,35.17,-83.67,0.27,0.04,1.7,3sleeve 10/80/10 UPRO/TMF/UGL,10
3sleeve 10/80/10 UPRO/TMF/UGL @ 5d,3835,3.39,35.17,-83.67,0.27,0.04,1.7,3sleeve 10/80/10 UPRO/TMF/UGL,5
3sleeve 10/80/10 UPRO/TMF/UGL @ 3d,3835,3.39,35.17,-83.67,0.27,0.04,1.7,3sleeve 10/80/10 UPRO/TMF/UGL,3
100% DRN @ 3d,3835,3.27,58.91,-86.32,0.36,0.04,1.6,100% DRN,3
100% DRN @ 5d,3835,3.27,58.91,-86.32,0.36,0.04,1.6,100% DRN,5
100% DRN @ 10d,3835,3.27,58.91,-86.32,0.36,0.04,1.6,100% DRN,10
100% DRN @ 21d,3835,3.27,58.91,-86.32,0.36,0.04,1.6,100% DRN,21
HFEA-Tech 10/90 TQQQ/TMF @ 10d,3835,2.45,38.97,-87.17,0.26,0.03,1.4,HFEA-Tech 10/90 TQQQ/TMF,10
HFEA-Tech 10/90 TQQQ/TMF @ 21d,3835,2.45,38.97,-87.17,0.26,0.03,1.4,HFEA-Tech 10/90 TQQQ/TMF,21
HFEA-Tech 10/90 TQQQ/TMF @ 3d,3835,2.45,38.97,-87.17,0.26,0.03,1.4,HFEA-Tech 10/90 TQQQ/TMF,3
HFEA-Tech 10/90 TQQQ/TMF @ 5d,3835,2.45,38.97,-87.17,0.26,0.03,1.4,HFEA-Tech 10/90 TQQQ/TMF,5
100% TYD @ 10d,3835,1.69,20.92,-64.28,0.18,0.03,1.3,100% TYD,10
100% TYD @ 21d,3835,1.69,20.92,-64.28,0.18,0.03,1.3,100% TYD,21
100% TYD @ 5d,3835,1.69,20.92,-64.28,0.18,0.03,1.3,100% TYD,5
100% TYD @ 3d,3835,1.69,20.92,-64.28,0.18,0.03,1.3,100% TYD,3
HFEA 10/90 UPRO/TMF @ 21d,3835,1.23,38.64,-87.17,0.23,0.01,1.2,HFEA 10/90 UPRO/TMF,21
HFEA 10/90 UPRO/TMF @ 10d,3835,1.23,38.64,-87.17,0.23,0.01,1.2,HFEA 10/90 UPRO/TMF,10
HFEA 10/90 UPRO/TMF @ 5d,3835,1.23,38.64,-87.17,0.23,0.01,1.2,HFEA 10/90 UPRO/TMF,5
HFEA 10/90 UPRO/TMF @ 3d,3835,1.23,38.64,-87.17,0.23,0.01,1.2,HFEA 10/90 UPRO/TMF,3
100% UBT @ 21d,3835,0.25,29.46,-78.9,0.16,0.0,1.0,100% UBT,21
100% UBT @ 10d,3835,0.25,29.46,-78.9,0.16,0.0,1.0,100% UBT,10
100% UBT @ 5d,3835,0.25,29.46,-78.9,0.16,0.0,1.0,100% UBT,5
100% UBT @ 3d,3835,0.25,29.46,-78.9,0.16,0.0,1.0,100% UBT,3
100% TMF @ 5d,3835,-4.09,44.14,-92.46,0.13,-0.04,0.5,100% TMF,5
100% TMF @ 3d,3835,-4.09,44.14,-92.46,0.13,-0.04,0.5,100% TMF,3
100% TMF @ 21d,3835,-4.09,44.14,-92.46,0.13,-0.04,0.5,100% TMF,21
100% TMF @ 10d,3835,-4.09,44.14,-92.46,0.13,-0.04,0.5,100% TMF,10
100% EDC @ 3d,3835,-9.12,62.39,-92.54,0.16,-0.1,0.2,100% EDC,3
100% EDC @ 5d,3835,-9.12,62.39,-92.54,0.16,-0.1,0.2,100% EDC,5
100% EDC @ 10d,3835,-9.12,62.39,-92.54,0.16,-0.1,0.2,100% EDC,10
100% EDC @ 21d,3835,-9.12,62.39,-92.54,0.16,-0.1,0.2,100% EDC,21
100% ERX @ 21d,3835,-10.12,68.76,-99.54,0.21,-0.1,0.2,100% ERX,21
100% ERX @ 10d,3835,-10.12,68.76,-99.54,0.21,-0.1,0.2,100% ERX,10
100% ERX @ 5d,3835,-10.12,68.76,-99.54,0.21,-0.1,0.2,100% ERX,5
100% ERX @ 3d,3835,-10.12,68.76,-99.54,0.21,-0.1,0.2,100% ERX,3
100% YINN @ 21d,3835,-19.13,78.79,-98.87,0.12,-0.19,0.0,100% YINN,21
100% YINN @ 10d,3835,-19.13,78.79,-98.87,0.12,-0.19,0.0,100% YINN,10
100% YINN @ 5d,3835,-19.13,78.79,-98.87,0.12,-0.19,0.0,100% YINN,5
100% YINN @ 3d,3835,-19.13,78.79,-98.87,0.12,-0.19,0.0,100% YINN,3
100% UCO @ 21d,3835,-24.98,68.1,-99.92,-0.06,-0.25,0.0,100% UCO,21
100% UCO @ 10d,3835,-24.98,68.1,-99.92,-0.06,-0.25,0.0,100% UCO,10
100% UCO @ 5d,3835,-24.98,68.1,-99.92,-0.06,-0.25,0.0,100% UCO,5
100% UCO @ 3d,3835,-24.98,68.1,-99.92,-0.06,-0.25,0.0,100% UCO,3
100% NUGT @ 3d,3835,-31.92,98.92,-99.97,0.12,-0.32,0.0,100% NUGT,3
100% NUGT @ 5d,3835,-31.92,98.92,-99.97,0.12,-0.32,0.0,100% NUGT,5
100% NUGT @ 21d,3835,-31.92,98.92,-99.97,0.12,-0.32,0.0,100% NUGT,21
100% NUGT @ 10d,3835,-31.92,98.92,-99.97,0.12,-0.32,0.0,100% NUGT,10
