,net_ret,mult,p_bad
2020-08-14,0.003648015420811592,0.4240647348182174,0.5804139430378288
2020-08-17,0.006864233267945713,0.4587581708865137,0.5612678148842344
2020-08-18,0.002069833869767763,0.5161965553472969,0.5740186178410538
2020-08-19,-0.0021466323209477873,0.4779441464768387,0.5695323136403413
2020-08-20,0.004325467276015658,0.4914030590789762,0.5517402943706663
2020-08-21,0.0035025899499814992,0.5447791168880012,0.5587732959759205
2020-08-24,0.004470598971565012,0.5236801120722385,0.5885470880877481
2020-08-25,0.0027519776264605792,0.43435873573675565,0.6365325207174658
2020-08-26,0.0017710465603135008,0.29040243784760267,0.6789975769614827
2020-08-27,0.0014268751317346815,0.16300726911555208,0.7236311950867474
2020-08-28,0.00022255842641493118,0.029106414739757724,0.7468608926691015
2020-08-31,0.0,0.0,0.7526173942428507
2020-09-01,0.0,0.0,0.769389859981744
2020-09-02,0.0,0.0,0.7686561661541712
2020-09-03,-0.0001091404595549017,0.0,0.7528210773828738
2020-09-04,0.00010915237249498055,0.0,0.8057713367051812
2020-09-07,0.0,0.0,0.7621366771825923
2020-09-08,0.0,0.0,0.7410244037089836
2020-09-09,-0.0001091404595549017,0.0,0.6939585919063903
2020-09-10,-0.0016743109370296238,0.11812422428082914,0.638611322760883
2020-09-11,0.002896434157008029,0.2841660317173512,0.6395133128981936
2020-09-14,0.0032102633828426158,0.28146006130541934,0.6198474985808663
2020-09-15,-0.004368987993003534,0.3404575042574012,0.6087995027489536
2020-09-16,-0.0006978054257479028,0.3736014917531394,0.5564501660619633
2020-09-17,-0.00611863697916964,0.5306495018141102,0.5976186256243894
2020-09-18,-0.003424950511341388,0.4071441231268319,0.6531935473556978
2020-09-21,-0.00046353520456543555,0.2404193579329067,0.6591642049404218
2020-09-22,-0.002255190995605952,0.22250738517873458,0.6773329252724207
2020-09-23,-0.0027668370021841364,0.16800122418273788,0.664845540156431
2020-09-24,0.0020875886725559407,0.20546337953070692,0.6757371125581519
2020-09-25,0.0030866065709628685,0.17278866232554424,0.7034517772960893
2020-09-28,0.0009250065541970547,0.0896446681117321,0.7135887221790641
2020-09-29,-0.000444363669292632,0.05923383346280775,0.710068556583504
2020-09-30,0.0003621727211969891,0.06979433024948811,0.7237647636362093
2020-10-01,-0.0002849274913502826,0.028705709091372045,0.7522296766306448
2020-10-02,0.0,0.0,0.7491883460210258
2020-10-05,0.0,0.0,0.7128101097222758
2020-10-06,-3.7870761769693117e-05,0.061569670833172774,0.734634830384943
2020-10-07,-0.00010895623166384816,0.0,0.7615353054734327
2020-10-08,0.0,0.0,0.794878795540586
